+----------+----------------------------------------------------------------------------------------------------------------------------------------------------------+------+
|    id    |                                                                          title                                                                           | year |
| 6016368  | Els tres porquets                                                                                                                                        | 2012 |
| 6021960  | Quentin Tarantino: 20 Years of Filmmaking                                                                                                                | 2012 |
| 6027070  | King Hu: 1932-1997                                                                                                                                       | 2012 |
| 6027492  | Sweet                                                                                                                                                    | 2012 |
| 6043826  | Tiang khu ku rak                                                                                                                                         | 2012 |
| 6046932  | Mimi wo kaku onna                                                                                                                                        | 2012 |
| 6047190  | Rossini: Otello                                                                                                                                          | 2012 |
| 6066586  | Bosnia, Bosnia!                                                                                                                                          | 2012 |
| 6070926  | Paris/Budapest                                                                                                                                           | 2012 |
| 6072460  | House with a Good View                                                                                                                                   | 2012 |
| 6075526  | Rezhim Polnogo Pogruzheniya                                                                                                                              | 2012 |
| 6079380  | Afrodisias                                                                                                                                               | 2012 |
| 6086506  | The Beatles: Their Golden Age                                                                                                                            | 2012 |
| 6087604  | Giordano Bruno e i Rosacroce                                                                                                                             | 2012 |
| 6092902  | Seer 2                                                                                                                                                   | 2012 |
| 6095406  | Boosters                                                                                                                                                 | 2012 |
| 6096590  | Banat El am                                                                                                                                              | 2012 |
| 6098256  | Divine Prescription                                                                                                                                      | 2012 |
| 6100670  | The Last Words of Dutch Schultz                                                                                                                          | 2012 |
| 6101512  | Rokovoe uvlechenie                                                                                                                                       | 2012 |
| 6106700  | Underwater Flights                                                                                                                                       | 2012 |
| 6110260  | Nature in Our Backyard                                                                                                                                   | 2012 |
| 6112018  | Ryoufesu!: Saigo no nanafushigi                                                                                                                          | 2012 |
| 6112794  | Keep the Faith                                                                                                                                           | 2012 |
| 6116242  | Two Americans                                                                                                                                            | 2012 |
| 6118910  | Life After Life-Is There Really Death?                                                                                                                   | 2012 |
| 6120764  | The End                                                                                                                                                  | 2012 |
| 6123720  | Shimiko Blackberry                                                                                                                                       | 2012 |
| 6125280  | Phuying lalla 2                                                                                                                                          | 2012 |
| 6125352  | Lekha ta wan                                                                                                                                             | 2012 |
| 6131608  | Jasur                                                                                                                                                    | 2012 |
| 6133678  | Las Vegas Hotel                                                                                                                                          | 2012 |
| 6136576  | Motel Ghoo                                                                                                                                               | 2012 |
| 6139342  | My Country Oorana Oor                                                                                                                                    | 2012 |
| 6144298  | Varvara 3D                                                                                                                                               | 2012 |
| 6147520  | Released                                                                                                                                                 | 2012 |
| 6154068  | Mettersi a posto                                                                                                                                         | 2012 |
| 6154992  | Letters to Zohra                                                                                                                                         | 2012 |
| 6157542  | Black Wings                                                                                                                                              | 2012 |
| 6161982  | Statin Nation: The Great Cholesterol Cover-Up                                                                                                            | 2012 |
| 6169610  | Saturday's Hunter                                                                                                                                        | 2012 |
| 6176454  | El As De Oro                                                                                                                                             | 2012 |
| 6188076  | Dragonfly's pond                                                                                                                                         | 2012 |
| 6188088  | Breaking the Taboo                                                                                                                                       | 2012 |
| 6227166  | Prezident zhana bomzh                                                                                                                                    | 2012 |
| 6230628  | Surgical massacre                                                                                                                                        | 2012 |
| 6231100  | Ceci n'est pas une fable                                                                                                                                 | 2012 |
| 6239558  | The People of the Kattawapiskak River                                                                                                                    | 2012 |
| 6256068  | La polvere di Morandi                                                                                                                                    | 2012 |
| 6259444  | It's the End of the World as We Know It                                                                                                                  | 2012 |
| 6259458  | The Town                                                                                                                                                 | 2012 |
| 6259482  | Leaving on a Jet Plane                                                                                                                                   | 2012 |
| 6260208  | Dive 3D - Im Reich der wilden Haie                                                                                                                       | 2012 |
| 6262628  | Aik                                                                                                                                                      | 2012 |
| 6278050  | An Inconvenient Tooth                                                                                                                                    | 2012 |
| 6278108  | The Great Culling: Our Water                                                                                                                             | 2012 |
| 6290000  | The Seismic Sense: How Animals Predict Earthquakes                                                                                                       | 2012 |
| 6290476  | Lupe el de la Vaca                                                                                                                                       | 2012 |
| 6292382  | Playing with Softballs                                                                                                                                   | 2012 |
| 6294836  | Comme si de rien n'était                                                                                                                                 | 2012 |
| 6294900  | Virtual Fear                                                                                                                                             | 2012 |
| 6299864  | Las huellas del Sendero                                                                                                                                  | 2012 |
| 6305348  | Mi pasión por David                                                                                                                                      | 2012 |
| 6311736  | Ambassador of Kindness: The Life and Legacy of Rachel Scott                                                                                              | 2012 |
| 6313914  | Vodka and Chips                                                                                                                                          | 2012 |
| 6315698  | Odyssee und Nahverkehr                                                                                                                                   | 2012 |
| 6318708  | Concerning Beauty                                                                                                                                        | 2012 |
| 6330318  | Time Travelers                                                                                                                                           | 2012 |
| 6331850  | Laat me zweven voor heel even                                                                                                                            | 2012 |
| 6333222  | Wild Colombia                                                                                                                                            | 2012 |
| 6333652  | Fayçal Karoui, les sens d'un chef                                                                                                                        | 2012 |
| 6335424  | Ayer, Hoy y Siempre                                                                                                                                      | 2012 |
| 6337020  | From Short to Feature                                                                                                                                    | 2012 |
| 6340290  | The Italians of Egypt                                                                                                                                    | 2012 |
| 6347412  | Tacno u Centar: Bullseye                                                                                                                                 | 2012 |
| 6350392  | The Cutting Room Floor                                                                                                                                   | 2012 |
| 6356352  | Chhota Bheem and Ganesh in the Amazing Odyssey                                                                                                           | 2012 |
| 6360694  | Chundri Odhasi Mahro Bir                                                                                                                                 | 2012 |
| 6363184  | Lala Hardaul                                                                                                                                             | 2012 |
| 6367868  | George Beverly Shea: A Century of Gospel Music                                                                                                           | 2012 |
| 6367896  | Made in Canada                                                                                                                                           | 2012 |
| 6367978  | Notorious to Glorious                                                                                                                                    | 2012 |
| 6368042  | The Goal of the Century                                                                                                                                  | 2012 |
| 6368064  | Welcome to Canada                                                                                                                                        | 2012 |
| 6368088  | In Search of Canada                                                                                                                                      | 2012 |
| 6371906  | Haunting Love                                                                                                                                            | 2012 |
| 6371958  | Handlauf Orange                                                                                                                                          | 2012 |
| 6372042  | Damn the Dams                                                                                                                                            | 2012 |
| 6383252  | Tigisti                                                                                                                                                  | 2012 |
| 6402904  | La vendetta di Malice                                                                                                                                    | 2012 |
| 6403858  | Phil Nichol: The Naked Racist                                                                                                                            | 2012 |
| 6405132  | Anjuna Beach                                                                                                                                             | 2012 |
| 6409490  | The Speed                                                                                                                                                | 2012 |
| 6413656  | Tuglak                                                                                                                                                   | 2012 |
| 6417816  | Chhota Bheem and the Broken Amulet                                                                                                                       | 2012 |
| 6417854  | Chhota Bheem aur Hanuman                                                                                                                                 | 2012 |
| 6418274  | Adigaram 79                                                                                                                                              | 2012 |
| 6419344  | Paris Opera Ballet: Romeo and Juliet                                                                                                                     | 2012 |
| 6419372  | Pura Vida, Bajo Los Cielos De Asia                                                                                                                       | 2012 |
| 6419382  | Onde O Coruja Dorme                                                                                                                                      | 2012 |
| 6419390  | Mr. And Mrs. Oways                                                                                                                                       | 2012 |
| 6419450  | Virando bicho                                                                                                                                            | 2012 |
| 6419454  | O Céu Sobre os Ombros                                                                                                                                    | 2012 |
| 6419506  | Pinon Fijo Y La Magia De La Musica                                                                                                                       | 2012 |
| 6419520  | Romance De Formacao                                                                                                                                      | 2012 |
| 6419570  | Tajemství podzemní továrny v Chebu                                                                                                                       | 2012 |
| 6419612  | Voto Que El Alma Pronuncia                                                                                                                               | 2012 |
| 6419620  | Faust                                                                                                                                                    | 2012 |
| 6419648  | Mr. Woosoo                                                                                                                                               | 2012 |
| 6419660  | Sao Paulo Companhia De Danca                                                                                                                             | 2012 |
| 6423540  | Muhimmah fi Film Qadim                                                                                                                                   | 2012 |
| 6423554  | Anessa Mommy                                                                                                                                             | 2012 |
| 6423696  | Eunkyo                                                                                                                                                   | 2012 |
| 6431742  | Warren Wagner is Gay                                                                                                                                     | 2012 |
| 6434272  | Transformacja cz. 1 - NEP, TRUST i gluchoniemi slepcy                                                                                                    | 2012 |
| 6446734  | Váòa                                                                                                                                                     | 2012 |
| 6446844  | Futtkastu Ozaki Yutaka Yokohama Arena                                                                                                                    | 2012 |
| 6446900  | Gambler Husband Vs. Gambler Wife                                                                                                                         | 2012 |
| 6447316  | Superheavy                                                                                                                                               | 2012 |
| 6447386  | 12 Horas 2 Minutos                                                                                                                                       | 2012 |
| 6447474  | The Last of the Haussmans                                                                                                                                | 2012 |
| 6447564  | Coliseo Los Campeones                                                                                                                                    | 2012 |
| 6447584  | Beyond the Oneday - Story of 2PM and 2AM                                                                                                                 | 2012 |
| 6447662  | SMTown Live in Tokyo Special Edition                                                                                                                     | 2012 |
| 6447738  | Antonio Conselheiro: O Taumaturgo Dos Sertoes                                                                                                            | 2012 |
| 6447764  | Swans                                                                                                                                                    | 2012 |
| 6447808  | Banat El Amm                                                                                                                                             | 2012 |
| 6447818  | War of Dogs                                                                                                                                              | 2012 |
| 6447820  | Construção                                                                                                                                               | 2012 |
| 6447832  | Prova De Artista                                                                                                                                         | 2012 |
| 6447834  | Rakrak Kratakgin                                                                                                                                         | 2012 |
| 6447854  | Promise Time                                                                                                                                             | 2012 |
| 6447926  | Met Opera Encores                                                                                                                                        | 2012 |
| 6447928  | The Cases                                                                                                                                                | 2012 |
| 6447968  | My Ghost Partner                                                                                                                                         | 2012 |
| 6448062  | Argus Montenegro & A Instabilidade Do Tempo Forte                                                                                                        | 2012 |
| 6448088  | Omar W Salma 3                                                                                                                                           | 2012 |
| 6448168  | Last of the Haussman                                                                                                                                     | 2012 |
| 6448224  | Going with the West                                                                                                                                      | 2012 |
| 6448268  | The Unbelievable 2                                                                                                                                       | 2012 |
| 6448280  | Hassal Khier                                                                                                                                             | 2012 |
| 6448320  | Sixth Commandment Cross                                                                                                                                  | 2012 |
| 6448618  | Kingdom of Ants                                                                                                                                          | 2012 |
| 6448774  | Med Trekkspill Til Operaen                                                                                                                               | 2012 |
| 6448786  | Quijote                                                                                                                                                  | 2012 |
| 6448804  | Min Elskede                                                                                                                                              | 2012 |
| 6448818  | Human Nature                                                                                                                                             | 2012 |
| 6448886  | Dino Cazzola: Uma Filmografia de Brasília                                                                                                                | 2012 |
| 6448916  | L'Elisir D'Amore                                                                                                                                         | 2012 |
| 6448958  | Behind the Mirror: The Secret War of Nica                                                                                                                | 2012 |
| 6449014  | Rak-Aow-You                                                                                                                                              | 2012 |
| 6449040  | El Markab                                                                                                                                                | 2012 |
| 6449076  | 4 Models for the Devil                                                                                                                                   | 2012 |
| 6449124  | Rak Wei Hei                                                                                                                                              | 2012 |
| 6449150  | Andre Rieu Live at Maastricht 2012                                                                                                                       | 2012 |
| 6449196  | Eloise                                                                                                                                                   | 2012 |
| 6449222  | Quiero Saber                                                                                                                                             | 2012 |
| 6449250  | Vasco Live                                                                                                                                               | 2012 |
| 6449254  | Soberano 2: A Heroica Conquista do Mundial de 2005                                                                                                       | 2012 |
| 6449328  | Frankenstein V2                                                                                                                                          | 2012 |
| 6449380  | 3 5 Comedy of Errors                                                                                                                                     | 2012 |
| 6449388  | Saranae Osekai                                                                                                                                           | 2012 |
| 6449426  | Meung gu Puankanjonwantai                                                                                                                                | 2012 |
| 6449528  | The Cross                                                                                                                                                | 2012 |
| 6449578  | Rak Leaw Feaw                                                                                                                                            | 2012 |
| 6449592  | I Am: Sm Town Live World Tour In Madison Square Garden                                                                                                   | 2012 |
| 6449646  | Reung Rak Rawang Ther                                                                                                                                    | 2012 |
| 6449660  | Marihuana Sin Chivos                                                                                                                                     | 2012 |
| 6449762  | Headshots                                                                                                                                                | 2012 |
| 6449888  | Pha Phan Kor Daeng                                                                                                                                       | 2012 |
| 6449924  | Vivir Contra El Tiempo                                                                                                                                   | 2012 |
| 6449974  | La Balade De Babouchka                                                                                                                                   | 2012 |
| 6450072  | 500 manbul                                                                                                                                               | 2012 |
| 6450112  | Anadolu Atesi                                                                                                                                            | 2012 |
| 6453502  | Superheroes of Stoke                                                                                                                                     | 2012 |
| 6456378  | Widaehan gunseon joseonui eomeoni                                                                                                                        | 2012 |
| 6460188  | The Japanese Wife                                                                                                                                        | 2012 |
| 6464480  | Ispanets                                                                                                                                                 | 2012 |
| 6470646  | MLA                                                                                                                                                      | 2012 |
| 6470848  | 4 Idiots                                                                                                                                                 | 2012 |
| 6474092  | Project Spear                                                                                                                                            | 2012 |
| 6487300  | Kreutzer Sonata                                                                                                                                          | 2012 |
| 6487904  | Live or Die                                                                                                                                              | 2012 |
| 6500014  | Saayad                                                                                                                                                   | 2012 |
| 6500762  | Blood Curse                                                                                                                                              | 2012 |
| 6514636  | Pfade durch Utopia                                                                                                                                       | 2012 |
| 6522582  | The Ultimate Climb                                                                                                                                       | 2012 |
| 6533944  | The Greatest Love of All: Whitney Houston                                                                                                                | 2012 |
| 6536554  | Luv Kushh and the Ghost Army Global                                                                                                                      | 2012 |
| 6536788  | Vennela One and Half                                                                                                                                     | 2012 |
| 6536810  | The Great Pirate                                                                                                                                         | 2012 |
| 6539098  | Sob Luz e Sombras                                                                                                                                        | 2012 |
| 6539320  | Firewall the Financial Crisis of 2007-2013                                                                                                               | 2012 |
| 6543064  | The Commandos                                                                                                                                            | 2012 |
| 6543070  | The Rise of Kirmada                                                                                                                                      | 2012 |
| 6543076  | Catfight: Why Women Fight                                                                                                                                | 2012 |
| 6543078  | The Serpent King                                                                                                                                         | 2012 |
| 6543182  | The Magnetors                                                                                                                                            | 2012 |
| 6543378  | Maa Abbai Engineering Student                                                                                                                            | 2012 |
| 6543380  | Guruvaram                                                                                                                                                | 2012 |
| 6544054  | The Chosen People                                                                                                                                        | 2012 |
| 6546222  | Menino Joel                                                                                                                                              | 2012 |
| 6547888  | Slipknot: (sic)nesses                                                                                                                                    | 2012 |
| 6558710  | Lost                                                                                                                                                     | 2012 |
| 6560036  | Backstage with Barrymore                                                                                                                                 | 2012 |
| 6577332  | Intimacies                                                                                                                                               | 2012 |
| 6579894  | My First Oregon Brewers Festival                                                                                                                         | 2012 |
| 6588194  | Shh... dia datang                                                                                                                                        | 2012 |
| 6588296  | Stacja kolejowa Krasne-Busk. Opowiesci przesiedlonych kobiet                                                                                             | 2012 |
| 6588968  | Dirty Blood                                                                                                                                              | 2012 |
| 6589900  | Good Karma                                                                                                                                               | 2012 |
| 6593038  | Lee and me                                                                                                                                               | 2012 |
| 6599398  | Resiliencia por una nota, el documental de la Big Band Jazz de México                                                                                    | 2012 |
| 6601088  | UTAH We Love Thee                                                                                                                                        | 2012 |
| 6603692  | The Isle of Man TT: A Dangerous Addiction                                                                                                                | 2012 |
| 6604150  | Once upon a Time Out in the West                                                                                                                         | 2012 |
| 6604482  | Yaya Xueju                                                                                                                                               | 2012 |
| 6607392  | Mirga Trishna                                                                                                                                            | 2012 |
| 6616206  | The Asylum                                                                                                                                               | 2012 |
| 6620352  | First Impressions                                                                                                                                        | 2012 |
| 6638574  | HaSheker HaGadol                                                                                                                                         | 2012 |
| 6640040  | Kutzowizna                                                                                                                                               | 2012 |
| 6640078  | Tala of the Rosary                                                                                                                                       | 2012 |
| 6640342  | Il fiume, a ritroso                                                                                                                                      | 2012 |
| 6644564  | Project 101010: Pill or Perception                                                                                                                       | 2012 |
| 6646572  | Deutschland von oben                                                                                                                                     | 2012 |
| 6647610  | Join, or Die                                                                                                                                             | 2012 |
| 6650502  | Sho Qostak                                                                                                                                               | 2012 |
| 6658270  | In My Brother's Name                                                                                                                                     | 2012 |
| 6658398  | Gainsville                                                                                                                                               | 2012 |
| 6660716  | Femmes de silence                                                                                                                                        | 2012 |
| 6668842  | La Fin de l'Immigration?                                                                                                                                 | 2012 |
| 6675566  | Ochiki                                                                                                                                                   | 2012 |
| 6683632  | Yün bebek                                                                                                                                                | 2012 |
| 6707238  | Mémoires de Civils                                                                                                                                       | 2012 |
| 6708642  | Untitled                                                                                                                                                 | 2012 |
| 6714696  | Cais dos Cães                                                                                                                                            | 2012 |
| 6717124  | Hothat Sedin                                                                                                                                             | 2012 |
| 6717334  | Au nom du fil                                                                                                                                            | 2012 |
| 6721552  | Black Inside-Monica                                                                                                                                      | 2012 |
| 6721664  | U Ar My Love                                                                                                                                             | 2012 |
| 6722426  | New Walls                                                                                                                                                | 2012 |
| 6734404  | La Inercia de la Costumbre                                                                                                                               | 2012 |
| 6744318  | Our Story, Your Story                                                                                                                                    | 2012 |
| 6747488  | Paagan                                                                                                                                                   | 2012 |
| 6748998  | Smoke Traders                                                                                                                                            | 2012 |
| 6761414  | Days of Life                                                                                                                                             | 2012 |
| 6764690  | Why Am I Still Sick?                                                                                                                                     | 2012 |
| 6767824  | Pechiyakka Marumagan                                                                                                                                     | 2012 |
| 6771164  | Pandi Oliperukki Nilayam                                                                                                                                 | 2012 |
| 6775952  | Lacuna                                                                                                                                                   | 2012 |
| 6780218  | A Estrada para Mazgani                                                                                                                                   | 2012 |
| 6780444  | Felipe, vuelve                                                                                                                                           | 2012 |
| 6789462  | Jeet Lengey Jahaan                                                                                                                                       | 2012 |
| 6794750  | Widjène                                                                                                                                                  | 2012 |
| 6802924  | Epidermique                                                                                                                                              | 2012 |
| 6812170  | Lyrics by Rothblit                                                                                                                                       | 2012 |
| 6819006  | Out a Street Part 2: Heated                                                                                                                              | 2012 |
